         94324 function calls (93288 primitive calls) in 20.635 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        3    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 _symbology.py:218(ClassBreak)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1957(Index)
        1    0.000    0.000    0.000    0.000 connection.py:273(PipeConnection)
        1    0.000    0.000    0.000    0.000 _solvers.py:26(TimeZoneUsage)
        1    0.000    0.000    0.000    0.000 _s.py:57(DrivingSide)
        1    0.000    0.000    0.000    0.000 _s.py:62(LandmarkSide)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        2    0.000    0.000    0.000    0.000 pathlib.py:197(casefold_parts)
        1    0.000    0.000    0.000    0.000 _base.py:38(_BaseArcObject)
        1    0.000    0.000    0.000    0.000 _symbology.py:227(RasterClassBreak)
        1    0.000    0.000    0.000    0.000 geometries.py:80(PointGeometry)
        1    0.000    0.000    0.000    0.000 _solvers.py:33(TravelDirection)
        1    0.000    0.000    0.000    0.000 _s.py:53(CurbApproach)
        1    0.000    0.000    0.000    0.000 _wmx.py:685(WorkflowConnection)
        1    0.000    0.000    0.000    0.000 charts.py:19(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 enum.py:434(__iter__)
      2/1    0.000    0.000    0.000    0.000 pathlib.py:536(__init__)
        1    0.000    0.000    0.000    0.000 arcobjects.py:177(Cursor)
        1    0.000    0.000    0.000    0.000 _symbology.py:235(Item)
        1    0.000    0.000    0.000    0.000 utils.py:60(ArgAdaptor)
        1    0.000    0.000    0.000    0.000 queues.py:338(SimpleQueue)
        1    0.000    0.000    0.000    0.000 connection.py:644(PipeListener)
        1    0.000    0.000    0.000    0.000 _vrps.py:64(VehicleRoutingProblemSchemaVersion)
        1    0.000    0.000    0.000    0.000 charts.py:112(_Guides)
        1    0.000    0.000    0.000    0.000 charts.py:231(_scatterPlot)
        1    0.000    0.000    0.000    0.000 charts.py:297(_matrixHeatChart)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1156(iterdir)
        6    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        6    0.000    0.000    0.000    0.000 context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 arcobjects.py:413(FeatureSet)
        1    0.000    0.000    0.000    0.000 mixins.py:590(MapDocumentMethods)
        1    0.000    0.000    0.000    0.000 _symbology.py:242(RasterItem)
        1    0.000    0.000    0.000    0.000 _mp.py:2172(ReportLayoutSection)
        1    0.000    0.000    0.000    0.000 mixins.py:409(LayerMixin)
        1    0.000    0.000    0.000    0.000 pool.py:918(ThreadPool)
        1    0.000    0.000    0.000    0.000 pool.py:731(__enter__)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:38(Popen)
        1    0.000    0.000    0.000    0.000 _ndsc.py:39(NetworkAttributeParameterUsageType)
        1    0.000    0.000    0.000    0.000 pathlib.py:630(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1419(exists)
        1    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
        1    0.000    0.000    0.000    0.000 context.py:233(get_context)
        1    0.000    0.000    0.000    0.000 mixins.py:321(LayoutElementSpecializationMixin)
        1    0.000    0.000    0.000    0.000 geometries.py:124(Polygon)
        1    0.000    0.000    0.000    0.000 pool.py:263(__del__)
        1    0.000    0.000    0.000    0.000 _wmx.py:172(QueryRow)
        1    0.000    0.000    0.000    0.000 _wmx.py:674(WorkflowPath)
        1    0.000    0.000    0.000    0.000 PixelBlockCollection.py:71(PixelBlockCollection)
        1    0.000    0.000    0.000    0.000 charts.py:305(_scatterPlotMatrix)
        6    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 __init__.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ga.py:33(SearchNeighborhoodStandard)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 pathlib.py:1566(expanduser)
        1    0.000    0.000    0.000    0.000 __init__.py:127(<listcomp>)
        1    0.000    0.000    0.000    0.000 geometries.py:212(Polyline)
        1    0.000    0.000    0.000    0.000 mixins.py:1093(ResultMixin)
        1    0.000    0.000    0.000    0.000 _ga.py:317(GADatasets)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1617(TfGaussian)
        1    0.000    0.000    0.000    0.000 pool.py:753(ready)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:104(FuzzyGaussian)
        1    0.000    0.000    0.000    0.000 _wmx.py:13(ConfigItem)
        1    0.000    0.000    0.000    0.000 _wmx.py:663(WorkflowStep)
        1    0.000    0.000    0.000    0.000 EnvManager.py:18(EnvManager)
        1    0.000    0.000    0.000    0.000 RasterCollection.py:25(_RasterCollectionCursor)
        1    0.000    0.000    0.000    0.000 charts.py:314(_legend)
        8    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:39(__enter__)
        1    0.000    0.000    0.000    0.000 spawn.py:41(set_executable)
        1    0.000    0.000    0.000    0.000 L1a_scripttool.py:47(get_install_path)
        1    0.000    0.000    0.000    0.000 mixins.py:339(LayerSymbologySpecializationMixin)
        1    0.000    0.000    0.000    0.000 arcobjects.py:2773(Value)
        1    0.000    0.000    0.000    0.000 arcobjects.py:881(Filter)
        1    0.000    0.000    0.000    0.000 _ga.py:94(SearchNeighborhoodSmooth)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2753(VfSymInverseLinear)
        1    0.000    0.000    0.000    0.000 Utils.py:30(StateSwapper)
        1    0.000    0.000    0.000    0.000 _wmx.py:46(JobTypeDescription)
        1    0.000    0.000    0.000    0.000 Mensuration.py:55(LinearMeasurement)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:566(__get__)
        1    0.000    0.000    0.000    0.000 __init__.py:376(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _symbology.py:207(ColorRamp)
        1    0.000    0.000    0.000    0.000 arcobjects.py:2510(Row)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:485(HfLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:626(KrigingModelOrdinary)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2540(VfBinary)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2588(VfLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2808(VfCos)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:687(KrigingModelUniversal)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:765(NbrAnnulus)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:813(NbrCircle)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1198(TimeWithinDay)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        2    0.000    0.000    0.000    0.000 pool.py:348(_check_running)
        1    0.000    0.000    0.000    0.000 _ia.py:266(Utilities)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:145(FuzzyLarge)
        1    0.000    0.000    0.000    0.000 queues.py:295(JoinableQueue)
        1    0.000    0.000    0.000    0.000 _las.py:49(LocationAllocation)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2856(VfSec)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3014(VfTable)
        1    0.000    0.000    0.000    0.000 _wmx.py:70(Priority)
        1    0.000    0.000    0.000    0.000 Mensuration.py:69(AreaMeasurement)
        1    0.000    0.000    0.000    0.000 charts.py:238(_qqPlot)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'da.SearchCursor' objects}
        1    0.000    0.000    0.000    0.000 syspathcontext.py:54(__init__)
        3    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 _base.py:20(_ArcobjectPassthrough)
        1    0.000    0.000    0.000    0.000 _base.py:70(_ObjectWithoutInitCall)
        1    0.000    0.000    0.000    0.000 _symbology.py:22(constants)
        1    0.000    0.000    0.000    0.000 arcobjects.py:2367(RecordSet)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1318(TimeWholeYear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:444(HfForward)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2307(TfPower)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2376(TfLogisticGrowth)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2452(TfLogisticDecay)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2643(VfInverseLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2698(VfSymLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1686(TfNear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1824(TfSmall)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1962(TfMSSmall)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:936(NbrWedge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1246(TimeSpecialDays)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1270(TimeMultipleDays)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:403(HfBinary)
        1    0.000    0.000    0.000    0.000 CompoundParameter.py:25(_DataSetName)
        1    0.000    0.000    0.000    0.000 _sas.py:59(ServiceArea)
        1    0.000    0.000    0.000    0.000 _odcms.py:29(OriginDestinationCostMatrix)
        1    0.000    0.000    0.000    0.000 _vrps.py:71(VehicleRoutingProblem)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2904(VfCosSec)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2959(VfSecCos)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3055(WOTable)
        1    0.000    0.000    0.000    0.000 _wmx.py:106(Attachment)
        1    0.000    0.000    0.000    0.000 _wmx.py:124(QueryResult)
        1    0.000    0.000    0.000    0.000 _wmx.py:150(QueryField)
        1    0.000    0.000    0.000    0.000 _wmx.py:621(LinkedProperty)
        1    0.000    0.000    0.000    0.000 Mensuration.py:83(HeightMeasurement)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:51(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 traitlets.py:535(get)
        1    0.000    0.000    0.000    0.000 mixins.py:97(LayerSupportsPropertyMixin)
        1    0.000    0.000    0.000    0.000 _symbology.py:249(ItemGroup)
        1    0.000    0.000    0.000    0.000 mixins.py:916(SpatialReferenceMixin)
        1    0.000    0.000    0.000    0.000 _ga.py:144(SearchNeighborhoodStandardCircular)
        1    0.000    0.000    0.000    0.000 _geocoding.py:19(Locator)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:533(HfInverseLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:581(HfTable)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2169(TfExponential)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2238(TfLogarithm)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1755(TfLarge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1893(TfMSLarge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2031(TfLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2100(TfSymmetricLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:854(NbrIrregular)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:888(NbrRectangle)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:991(NbrWeight)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1037(RadiusVariable)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1078(RadiusFixed)
        1    0.000    0.000    0.000    0.000 pool.py:834(IMapIterator)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:186(FuzzyLinear)
        1    0.000    0.000    0.000    0.000 _rs.py:33(Route)
        1    0.000    0.000    0.000    0.000 _cfs.py:39(ClosestFacility)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3114(WSTable)
        1    0.000    0.000    0.000    0.000 _wmx.py:955(WorkflowExecutionResult)
        1    0.000    0.000    0.000    0.000 charts.py:76(_seriesType)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 pathlib.py:637(__len__)
        4    0.000    0.000    0.000    0.000 typing.py:1879(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ga.py:231(SearchNeighborhoodStandard3D)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1361(_TopoInputNestedList)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1429(TopoContour)
        3    0.000    0.000    0.000    0.000 connection.py:147(_check_writable)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:227(FuzzyMSLarge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:309(FuzzyNear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:350(FuzzySmall)
        1    0.000    0.000    0.000    0.000 connection.py:584(SocketListener)
        1    0.000    0.000    0.000    0.000 _wmx.py:88(StatusType)
        1    0.000    0.000    0.000    0.000 sharing.py:5(FeatureSharingDraft)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 _base.py:79(_ObjectWithoutInitCallWrapper)
        1    0.000    0.000    0.000    0.000 mixins.py:46(SupportsPropertyMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:271(ParameterMixin)
        1    0.000    0.000    0.000    0.000 _renderer.py:19(Arc_base)
        1    0.000    0.000    0.000    0.000 _colorizer.py:19(Arc_base)
        1    0.000    0.000    0.000    0.000 _ga.py:199(SearchNeighborhoodSmoothCircular)
        1    0.000    0.000    0.000    0.000 __init__.py:53(ClosestFacilitySolverProperties)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1385(_TopoInputList)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1407(TopoPointElevation)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1451(TopoStream)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1124(_Remap)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:268(FuzzyMSSmall)
        1    0.000    0.000    0.000    0.000 connection.py:770(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 sharing.py:46(MapImageSharingDraft)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 geometries.py:29(Annotation)
        1    0.000    0.000    0.000    0.000 utils.py:246(RASTER_SENTINEL)
        1    0.000    0.000    0.000    0.000 arcobjects.py:2342(RandomNumberGenerator)
        1    0.000    0.000    0.000    0.000 mixins.py:1064(PointMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:466(LayerDocumentMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:492(TableViewMixin)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2533(_VerticalFactor)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1473(TopoSink)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1495(TopoBoundary)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1517(TopoLake)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1539(TopoCliff)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1583(TopoExclusion)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:753(_Neighborhood)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1141(RemapRange)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1163(RemapValue)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:97(_FuzzyMembership)
        1    0.000    0.000    0.000    0.000 _wmx.py:226(Workflow)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 mixins.py:135(CursorMixin)
        1    0.000    0.000    0.000    0.000 geometries.py:32(Dimension)
        1    0.000    0.000    0.000    0.000 mixins.py:959(FieldMappingsMixin)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:620(_KrigingModel)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1561(TopoCoast)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1610(_TransformationFunction)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1030(_Radius)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1191(_Time)
        1    0.000    0.000    0.000    0.000 pool.py:791(MapResult)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:396(_HorizontalFactor)
        1    0.000    0.000    0.000    0.000 sharing.py:26(TileSharingDraft)
        1    0.000    0.000    0.000    0.000 _wmx.py:27(ActivityType)
        1    0.000    0.000    0.000    0.000 _wmx.py:33(HoldType)
        1    0.000    0.000    0.000    0.000 _wmx.py:40(JobType)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
        1    0.000    0.000    0.000    0.000 geometries.py:35(Multipatch)
        1    0.000    0.000    0.000    0.000 mixins.py:979(ExtentMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:1024(FieldInfoMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:884(ArcSDESQLExecuteMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:907(NetCDFFilePropertiesMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:388(LayerIterationMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:61(LocationAllocationSolverProperties)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1357(_TopoInput)
        1    0.000    0.000    0.000    0.000 pool.py:903(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 connection.py:792(XmlListener)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 sharing.py:70(MapServiceSharingDraft)
        1    0.000    0.000    0.000    0.000 sharing.py:96(GeoprocessingSharingDraft)
        1    0.000    0.000    0.000    0.000 charts.py:71(_arc_base)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:202(_passthrough)
        1    0.000    0.000    0.000    0.000 _renderer.py:24(Base_renderer)
        1    0.000    0.000    0.000    0.000 mixins.py:967(FieldMapMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:973(FieldMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:1015(ValueTableMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:1030(FeatureSetMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:1051(RecordSetMixin)
        1    0.000    0.000    0.000    0.000 _colorizer.py:24(Base_raster)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:22(_path_eq)
        1    0.000    0.000    0.000    0.000 __init__.py:69(TravelMode)
        1    0.000    0.000    0.000    0.000 __init__.py:75(StreetDirectionsProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:90(NAClassFieldMap)
        1    0.000    0.000    0.000    0.000 __init__.py:121(VehicleRoutingProblemSolverProperties)
        1    0.000    0.000    0.000    0.000 charts.py:105(_guide)
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:142(RowMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:324(_passthrough)
        1    0.000    0.000    0.000    0.000 mixins.py:342(_passthrough)
        1    0.000    0.000    0.000    0.000 mixins.py:510(DataFrameMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:81(NAClassFieldMappings)
        1    0.000    0.000    0.000    0.000 __init__.py:98(ODCostMatrixSolverProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:106(RouteSolverProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:113(ServiceAreaSolverProperties)
